fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
r3kb1r/1p1n1p1p/2p1q1p1/N1PN1b2/Q2Pp3/P3P3/5PPP/R1B1KB1R b KQkq - 0 14,1.26,1.96,5.16,1.26,ks_phantom,opening,train
rr4k1/4bppp/p2pp3/p2b2P1/n2Pn3/4QN1P/1PR1PPB1/1K5R b - - 1 23,-1.8,-0.48,0.373,-1.8,ks_real,midgame,train
1nb2rk1/3pqp1p/1Np2npb/1pP5/1P1Pp1P1/4P3/1B1N1P1P/r2QKB1R w K - 0 15,-2.23,-0.26,-0.495,0.0,target,opening,train
r2qr1k1/pp3p1p/n2p2p1/2p2bPn/2P1N3/1NbB1P2/P2B3P/1R1QK1R1 b - - 3 17,-1.57,-4.31,-2.909,0.0,target,opening,train
6k1/q5n1/4np1p/PRp5/2Pp2QN/3P2P1/5P1P/6K1 w - - 0 46,3.27,6.34,7.673,0.0,target,midgame,train
r2q1rk1/1p2bppp/8/p1Pp4/4b3/P1QNP1P1/1P3P1P/R1B1K1R1 w Q - 0 17,-1.02,-1.98,-0.308,0.0,target,opening,train
Q7/8/6pp/1pp1q1p1/8/2Ppk2P/8/6K1 w - - 8 52,-3.13,-8.08,-11.048,0.0,target,endgame,val
5r1k/p7/1p1p3p/3Pp1b1/7q/2NQ1r1P/PPP5/1K2R1R1 w - - 10 28,1.03,0.0,0.301,0.0,target,midgame,train
rnbk2nr/p1q1p1b1/1ppp2B1/7p/2PP2P1/1P2PQ1P/P2N1P2/R1B1K2R w KQ - 1 14,1.0,1.42,-1.117,0.0,target,opening,train
8/4K3/k3B3/1b5p/2pP1P2/8/7P/1R6 w - - 3 49,3.2,9.11,11.803,0.0,target,adveg,train
5k2/P3b3/1B3p2/4p3/4K2p/6r1/8/R6R w - - 3 42,-2.05,7.54,8.576,0.0,target,endgame,train
8/3rbk2/4p2p/4Rp1P/1p1r1P2/4K3/8/4N3 b - - 3 50,0.0,-7.49,-13.09,0.0,calm,endgame,train
q3k2r/p2n1p1p/1p2pp2/8/1Q1P4/2p1P1P1/PP3P1P/R1B2K2 b k - 0 17,-1.56,0.0,-0.243,0.0,target,midgame,val
3k3r/ppr1pp1p/2n1b3/1BpN4/8/8/PPP2PPP/1K1RR3 w - - 7 21,1.0,2.65,0.698,0.0,target,endgame,train
r3r1k1/pp3p1p/6p1/2bQ4/8/P1NqP1Pb/1P3P1P/R1B1K2R b KQ - 1 17,-1.62,-2.13,-2.359,-1.62,ks_real,opening,train
5r1k/p2n1p1p/1p2pp2/8/3P2Q1/4P1P1/PP1K1Pq1/R1B5 w - - 9 25,-1.59,0.0,-2.434,0.0,target,midgame,train
4k2r/pprbpp1p/2n5/1Bp4N/8/8/PPP2PPP/1K1RR3 w k - 3 19,1.29,1.87,-0.137,0.0,target,endgame,train
8/8/6k1/2R3P1/7p/7K/8/8 b - - 6 61,2.1,5.45,12.074,0.0,target,adveg,val
1k6/2p1PK2/4R3/1P4p1/2P5/8/8/4r3 b - - 8 56,-1.29,3.74,5.49,0.0,target,adveg,train
5b1k/2RQ4/6p1/4P2p/5P2/6PP/5K2/q7 b - - 5 46,1.84,3.67,8.284,0.0,target,endgame,train
r1bqk2r/1p3ppp/p1n2n2/2pp4/5b2/3P1NPP/PPP1NP2/R2QKB1R w KQkq - 0 10,-1.57,-1.1,-4.324,0.0,target,opening,val
6k1/p5pp/1pb2p2/5p1P/2P5/P6R/3rrP2/2R2K2 w - - 1 37,-4.47,-6.8,-8.64,0.0,target,endgame,val
5b1r/1p1k2p1/3P2R1/3n3p/5B2/p3P3/P4PPP/4K2R w K - 3 29,1.81,4.65,7.631,0.0,target,endgame,train
r1bq1rk1/pp2b1pp/2p2n2/2n1Pp2/2P5/2N1P1PP/PPQN1PB1/R3K2R b KQ - 2 15,-1.44,-3.76,-3.467,-1.44,ks_real,opening,train
2k1b2r/1p3p2/p1pr2pp/B2pp2n/3N4/6P1/PP2PPBP/2RR2K1 w - - 0 21,2.56,4.63,2.77,0.0,target,midgame,train
r2q2k1/6pp/p1p1bn2/1p6/1bn1P3/2N2Q1P/PBPP2P1/R3K2R w KQ - 5 19,-1.98,-4.84,-5.106,-1.98,ks_real,opening,val
8/3n2R1/3k1pp1/1P1Np2p/4P2P/6P1/p6K/r7 b - - 1 60,2.13,-3.26,-1.008,0.0,target,endgame,train
5k2/p4p2/n2NR3/8/3P2P1/8/r5PP/5RK1 b - - 1 39,0.0,8.99,12.613,0.0,calm,endgame,train
2r1k3/3n1p1r/P1p1p1pp/B3q3/2P5/4Q1P1/1P2PP1P/R2R2K1 w - - 5 28,1.15,6.07,2.963,0.0,target,midgame,train
7k/R7/2P2N1p/8/1r3p2/8/2b2KPP/8 w - - 0 47,1.55,4.49,2.703,0.0,target,endgame,train
8/pp6/2p4p/3kb1p1/1P2Rn2/5P1P/r7/5KN1 w - - 8 46,0.0,-7.62,-11.652,0.0,calm,endgame,val
5k1r/4b1pp/pr2b1q1/1p2QN2/8/PB6/1PP2RPP/3R2K1 b - - 0 24,1.98,3.78,3.73,1.98,ks_real,opening,train
8/pp6/2p4p/3kb1p1/1P2R3/5P1n/r3N3/5K2 w - - 0 47,0.0,-7.49,-12.572,0.0,calm,endgame,train
5rk1/pp4pp/n7/2b5/2N1P3/P1N5/1PP3qP/2KR3R b - - 0 22,-1.42,-4.43,-4.47,0.0,target,midgame,train
1r2kb2/pp1b2p1/2np4/2pN3r/2P1P3/Q2P1pq1/PP1R1R2/2K2B2 w - - 0 24,1.14,-4.3,-5.922,0.0,target,opening,train
1r1qr1k1/1p1b1p2/p1np1bpp/2p4n/2P1BP1P/P1NPP3/1PQN1P2/R2K3R w - - 3 18,-1.19,-4.06,-4.564,0.0,target,opening,train
8/8/3kppp1/3p3p/1p1P1P1P/1Pr1RP2/5K2/8 w - - 0 39,0.0,-3.59,-3.611,0.0,calm,adveg,train
6k1/p4rpp/2p5/8/5P2/1P1QPK2/7q/8 w - - 2 33,-5.17,-5.79,-10.245,0.0,target,endgame,train
2r1k3/1p5r/p3pR2/P6p/1RPPp3/8/6PP/6K1 b - - 0 29,1.5,1.25,0.072,0.0,target,endgame,val
3r2k1/1p1q1pp1/3b1n1p/pP6/P2Q1P2/4PbPP/1B1R3R/5K2 w - - 5 29,-1.36,-2.23,-2.027,0.0,target,midgame,val
7k/5Q2/7b/8/1P6/P6P/5PPK/r7 w - - 3 41,5.24,6.86,13.67,0.0,target,endgame,train
6nk/2R3p1/8/3r2N1/1P1p1P2/8/5KPP/8 b - - 8 40,1.29,3.94,3.998,0.0,target,endgame,train
2kr1br1/Qpp2pnp/3q2pB/p2Pp3/4P1P1/2N4P/PPP5/R3KR2 w Q - 4 17,1.98,3.82,3.154,1.98,ks_real,opening,train
8/1p2kp1p/3p4/P1r2p2/5P2/8/3K4/5N2 b - - 5 47,-1.95,-6.65,-10.357,0.0,target,adveg,train
7k/5R2/5n2/6N1/1P1r1P2/3p4/6PP/4K3 b - - 2 43,2.57,3.94,4.888,0.0,target,endgame,train
7r/p7/1p2ppp1/3p1n2/k2P1P2/2r4P/1R2R1K1/N7 b - - 1 47,-5.2,-7.41,-7.737,0.0,target,endgame,train
3q1k2/6rp/Q2p1ppB/2p4n/4P1P1/1N1P4/1PP4P/5RK1 b - - 0 27,1.12,6.71,8.287,0.0,target,midgame,train
2r4k/pp2pp2/1q1p4/1B1Pb2P/Pnp3p1/R1Nb4/1P1Q2P1/2K2R2 w - - 8 29,-2.11,-0.85,-0.545,0.0,target,midgame,train
r2qr1k1/ppp2ppp/3p1b2/3P1b2/2PQP3/2N2n1P/PP1B1P2/R4KNR w - - 3 18,-1.38,-2.94,-1.553,0.0,target,opening,train
1k2q2r/pp3pQ1/2pb1p2/7p/8/7P/PP2BP1P/4RR1K b - - 7 23,-1.69,3.65,5.1,0.0,target,midgame,train
1r4r1/pp6/1np2kbR/3n4/2pP4/P4NP1/1P3P2/2KBR3 w - - 0 31,2.34,-0.75,1.962,2.34,working,midgame,train
2r2k1r/3b2b1/p1N1qp1p/4p1pQ/3pP2P/3P2B1/PPR2PP1/2R3K1 w - - 1 22,1.26,2.18,2.734,1.26,ks_real,opening,train
r3r1k1/pp3p1p/1q1p2p1/2P1bbP1/1p2Nn2/1N1B1P2/P2Q3P/2R1K1R1 b - - 0 22,-1.48,-5.5,-3.769,0.0,target,opening,train
R7/2R1ppr1/3pknpp/8/P7/4PB2/5PPP/6K1 w - - 3 31,1.38,7.21,9.461,0.0,target,endgame,val
8/8/2k1p1pp/p1p2p2/P1K2P1P/1P2PP2/8/8 b - - 0 38,0.0,0.0,-0.244,0.0,crowded_safe,adveg,val
2rk3r/p2q1ppp/1n1p1b2/Q7/8/P1P2N2/1P3PPP/RN2R1K1 b - - 0 19,1.25,1.56,1.541,0.0,target,opening,val
8/8/6p1/1p3p2/2k4P/3N2P1/p3KP2/8 w - - 0 48,1.22,-2.78,0.247,0.0,target,adveg,train
rnb1kb1r/p1q1pp1p/5np1/2pp4/1P6/2P1PN2/P3BPPP/RNBQK2R w KQkq - 0 8,1.7,0.0,-0.46,0.0,target,opening,train
r1bk3r/3qb2p/p4p2/3pp2N/P7/7P/1PQ2PP1/R1B2RK1 w - - 3 19,1.24,0.77,-0.051,0.0,target,opening,train
4r1k1/pp4pp/5p2/3P4/q7/3r1N2/P4PPP/2Q3KR w - - 1 33,-1.16,-5.48,-5.242,0.0,target,midgame,train
1rbnk2r/1p1p3p/p7/3N1p2/6p1/8/PPPR1PPP/2K2B1R w k - 2 18,3.55,3.33,0.357,0.0,target,endgame,train
4r1k1/pp2qpbp/2p2np1/P2p4/1P2rP2/2PQP1P1/B1N4P/1R1KR3 w - - 3 24,-1.26,-2.58,-1.058,0.0,target,opening,train
8/5k2/7p/2p1R1p1/P3p1P1/8/P3KP2/8 b - - 0 39,1.97,8.1,9.61,0.0,target,adveg,train
8/7p/6p1/2p2p2/8/2Q3PP/3pr3/4k2K b - - 9 56,2.79,-2.67,1.468,0.0,target,endgame,train
7R/8/8/1p6/p1n5/2k5/6r1/K7 w - - 6 62,-5.08,-6.13,-13.371,0.0,target,endgame,train
6k1/p4rp1/P3p3/1p5p/2pP1P2/3qPQ2/6R1/7K b - - 3 41,1.02,-3.17,-2.422,1.02,ks_real,endgame,train
1r2k1r1/p3qpbp/1n4p1/Q1p2b2/5N2/4P1P1/PP1P1PBP/R1B1K2R w KQ - 3 17,1.95,2.94,0.395,0.0,target,opening,train
5k2/4n3/2r4p/1Q4p1/PPP5/7P/5PP1/6K1 w - - 1 33,1.78,6.75,12.322,0.0,target,endgame,train
2r3k1/3q2p1/3p4/3Ppp2/1p6/1P1P2P1/4Q3/6KB w - - 1 35,-4.38,-4.81,-5.131,0.0,target,endgame,val
6k1/1p3p1p/p1n1p3/P3P2p/3P2q1/2B3r1/1PKRQ3/8 b - - 1 41,-2.28,-4.03,-7.37,-2.28,ks_phantom,midgame,val
3r2k1/pp4p1/4p3/P4p1Q/1q5P/4P3/3N1Pb1/1B2K1R1 w - - 3 30,-0.36,0.0,1.382,-0.36,crowded_safe,midgame,train
r4rk1/p2n1pp1/7p/1p5q/4QPbb/PP2PB2/4K2P/1RB4R w - - 9 25,-1.8,-4.3,-6.7,0.0,target,opening,val
r4knr/pRN2pp1/2nb1q1p/8/8/B2p1NP1/P2P1PBP/4QRK1 w - - 3 19,1.01,7.68,8.326,0.0,target,opening,train
8/1p6/1pp2kp1/4p3/P1P1K1PP/1P6/8/8 w - - 3 46,0.0,2.48,0.29,0.0,calm,adveg,val
7k/8/3nPp2/2Np4/3P1KP1/7P/8/8 b - - 0 61,0.0,5.09,7.619,0.0,calm,adveg,train
6k1/Q5p1/3p4/1q1Ppp1B/1p6/1r1P2P1/8/6K1 b - - 3 38,2.89,-5.27,-8.654,0.0,target,endgame,train
r5k1/1p5p/3ppr2/pPP1p1NP/2n1P3/8/4KpP1/7R b - - 0 37,0.0,-6.43,-14.593,0.0,calm,endgame,train
r1bq1rk1/1pp2ppp/5P2/p2N4/1bpQ4/8/PPP2PPP/R1B1R1K1 b - - 1 12,2.33,1.81,-2.999,0.0,target,opening,train
rn1q1rk1/p4pp1/4bb1p/1p6/4B3/PP2PP2/2Q4P/1RB1K2R b K - 0 17,-3.66,-4.83,-1.766,0.0,target,opening,train
1rq3k1/5ppp/p7/2p1p1b1/N1P1P3/5P2/P3Q2P/K2R4 w - - 9 33,-1.38,-1.91,-1.528,0.0,target,midgame,val
2r2rk1/p4pbp/p3b1p1/q2N4/P3P1nP/1P3Q2/2P1NPP1/3RR1K1 b - - 12 18,1.04,-2.61,-2.18,0.0,target,opening,train
rnb1kb1r/3pqppp/2p5/pPP5/3Q4/4nNP1/1P2PP1P/RN2KB1R w KQkq - 0 10,-1.26,0.31,-2.159,-1.26,ks_phantom,opening,train
3B4/1k6/3pB3/2pPb2P/2P2p2/8/5PP1/6K1 w - - 1 54,2.01,6.73,10.926,0.0,target,adveg,val
6k1/2p2pp1/3p4/3Pp1bp/4P3/P4P2/2K5/8 b - - 1 40,-1.02,-7.64,-10.052,0.0,target,adveg,train
8/p3kp1N/1p5P/2p1r3/6P1/5P2/PP6/6K1 w - - 0 37,-1.05,-1.65,-0.618,0.0,target,adveg,train
8/8/1pK5/r7/8/8/6k1/3R1q2 w - - 0 91,0.0,-4.01,-11.252,0.0,calm,endgame,train
4kr2/2R4p/1pn2b2/4pp2/4bN2/2B5/PP2KP1P/2R5 w - - 4 26,1.16,3.74,2.659,0.0,target,endgame,train
8/p4p1p/8/Pp5P/1n1k1P2/1Kp5/8/8 w - - 0 48,-2.61,-8.72,-10.714,0.0,target,adveg,train
6k1/8/r3np2/1P6/3P4/2P4R/6PP/6K1 w - - 0 42,1.48,2.37,8.01,0.0,target,endgame,train
R7/ppp2kpp/4b3/3Bp3/2P4r/P1N5/1P3P2/4b1K1 w - - 0 29,-1.07,-0.59,-1.672,0.0,target,endgame,train
4k1r1/3N1p2/p1p1q2p/3n4/P2Pp3/Q3P1B1/1P2B1K1/5R2 b - - 0 33,-0.72,3.65,4.383,-0.72,calm,midgame,train
3q1rk1/3nb1pp/r2p4/3Pp3/8/2Q1PN2/1PP3PP/2KR3R w - - 0 18,-1.38,-4.31,-1.558,0.0,target,midgame,train
6k1/pp4p1/4p3/q4r2/6QP/4P3/5PK1/6R1 w - - 0 36,-1.95,-1.4,-2.846,0.24,target,endgame,val
8/Rpp2kpp/4b3/3Bp3/2P4r/P1N5/1P3P2/4b1K1 b - - 0 29,-2.16,-1.91,-2.082,0.0,target,endgame,train
6r1/2pk3r/2p1pQ2/3p3P/p2P4/1bP5/1P3PP1/4R1K1 b - - 8 45,2.5,4.44,6.125,0.0,target,endgame,train
6kr/3R2b1/3N2r1/2p1p2p/1p6/4B3/PPP2PPP/4R1K1 b - - 2 32,2.67,6.28,8.26,0.0,target,endgame,train
r2qkb1r/1b2np2/6p1/3pP1B1/7p/p2Q2P1/PPP2PBP/1R2K2R b Kkq - 1 15,1.98,-0.65,0.561,1.98,ks_real,opening,val
r1bqkb1r/pp3ppp/3P1n2/8/2N1p3/1Q6/PP2BPPP/R1B2RK1 w kq - 0 15,1.44,3.66,1.705,1.44,working,opening,train
6k1/p1p5/6Pp/2p1P3/4R3/P1Pq4/6P1/7K w - - 1 38,-1.12,-5.75,-6.195,0.0,target,endgame,train
8/8/4k3/pp6/3pPn1p/1P1P1KbP/2B5/8 w - - 4 46,-2.14,-4.41,-7.027,0.0,target,adveg,train
4k3/4n3/p3R1p1/4Kp2/1NpP2pb/2P5/PP3r2/1R1Q4 b - - 4 33,-0.87,6.49,7.882,-0.87,calm,midgame,train
5k2/3p4/2br4/4pp2/4P1N1/5KPp/7P/R7 w - - 0 47,-3.37,-0.14,-1.951,0.0,target,endgame,val
r4r1k/pp3pp1/2N2n1p/P3q3/1PP5/3BP1Pb/5P1P/1R1QK2R b K - 0 18,-1.62,-4.62,0.012,0.0,target,opening,val
2kr1n1r/ppq1ppb1/2ppbnpp/P5N1/1PPP4/2NBP2P/5PP1/R1BQ1RK1 w - - 0 14,1.05,2.46,0.419,0.0,target,opening,train
2Rq2k1/5p2/rp1p3p/3Nn1pB/3QP3/P6P/5PP1/6K1 b - - 1 33,12.55,7.62,-0.355,0.0,target,midgame,train
r2r2k1/1b2qppp/4p3/p3bn2/PpPP2R1/2PQP2P/N5P1/R3B1K1 b - - 0 25,-1.82,-5.98,-5.488,0.0,target,opening,train
8/8/8/2pp1k2/4n2P/1P2PK2/8/2B5 w - - 1 54,0.0,0.28,0.816,0.0,crowded_safe,adveg,train
6k1/6b1/3P3p/2P2R2/3r2PP/4K1P1/8/8 b - - 4 48,-1.4,3.17,3.354,0.0,target,endgame,train
4k3/3N1pp1/1p1P4/pb1P4/5bN1/BP5p/1PK5/8 b - - 0 49,1.18,-2.1,-3.887,0.0,target,endgame,train
8/8/2k3pp/P7/6PP/2p5/2K5/8 b - - 2 54,-1.03,1.54,0.744,0.0,target,adveg,val
3b2R1/3k4/1pp1rp2/p1p2N2/P1P1PP2/1P2K3/2PB4/8 w - - 5 44,1.66,6.87,8.223,0.0,target,endgame,train
r4rk1/ppp2pp1/3p1n1p/4p2b/q1PnP2P/P1QPNPP1/1P4B1/2R1K1NR b K - 0 18,-1.49,-0.53,-0.37,0.0,target,opening,train
6k1/p1b2ppp/Ppp3rr/3p4/3P4/2B1PP1P/1PP5/2R2N1K w - - 1 33,-3.42,-4.87,-5.06,0.0,target,endgame,train
r5k1/5rpb/2pp3p/p3p2P/qpPnP3/Pn1P1P2/1P1Q1NB1/2R1K1NR w - - 2 32,-2.69,-5.54,-1.129,0.0,target,opening,train
r1b2knr/pp1n2bp/2pN1pp1/2qp2B1/P4Q2/2P2N1P/4PPP1/R3KB1R w KQ - 1 14,1.79,-2.24,-1.085,-0.18,target,opening,val
6k1/1R6/4p3/8/1K2p2P/4P3/1P3P2/5b2 b - - 0 36,1.24,6.67,7.756,0.0,target,adveg,train
3k4/8/4rp2/2Rrp3/4P1pp/5P2/3B2PP/1R4K1 w - - 0 42,3.55,6.4,12.559,0.0,target,endgame,val
8/5pp1/p1p1kb2/3n1br1/P7/2P2R2/1K1R1P2/8 w - - 6 31,0.0,-6.73,-12.179,0.0,calm,endgame,train
rq1r1nk1/pp1n1p1p/3p2p1/1Pp5/4P3/P1NBBQ1P/5PP1/2R1R1K1 b - - 1 21,1.08,5.31,5.776,0.0,target,opening,train
8/p2bk3/rp5p/5Pp1/2PNN3/8/4KP2/8 w - - 0 41,1.12,-4.11,-4.538,0.0,target,endgame,train
r3k2r/p5pp/RBp1q3/8/1P6/8/2P3PQ/5RK1 b kq - 0 30,3.96,5.07,6.566,3.96,working,midgame,train
8/pp2n3/4k3/2ppP2p/P4P2/2B1P1K1/P7/8 b - - 1 34,0.0,-1.98,-0.021,0.0,calm,adveg,train
2r3k1/4p2p/3p2p1/3r1p2/7P/P1n1P1P1/5K2/R4B1R b - - 3 30,-1.88,-2.88,-0.898,0.0,target,endgame,train
r4rk1/5qpp/3bb3/3p3n/3Pp1P1/2N1B2P/1P1QNP2/2R3KR b - - 0 30,-3.17,-1.37,-1.119,0.0,target,opening,train
8/8/6pB/5p1p/5P1P/4k3/1r6/5K2 b - - 11 66,-2.53,-5.45,-6.837,0.0,target,adveg,train
3r4/3k1ppp/8/3np3/8/5PP1/3R2KP/r2NR3 b - - 3 41,1.09,-0.48,-0.662,0.0,target,endgame,train
2q2knr/2p5/1pBp1p1p/6p1/4P2Q/4B3/RPP2PPP/6K1 w - - 0 19,3.2,6.75,5.5,0.0,target,midgame,train
rn1qk1nr/pp2bppp/4b3/2pp4/3P1N2/2N1P3/PP3PPP/R1BQKB1R b KQkq - 2 7,1.8,0.51,2.733,1.8,ks_phantom,opening,train
8/8/6pB/5p1p/5P1P/3k4/2r5/5K2 b - - 83 102,-2.39,-3.93,-7.137,0.0,target,adveg,train
6k1/1R6/8/5N2/1p4PP/4K3/8/1r6 b - - 2 54,7.66,5.93,9.371,0.0,target,endgame,train
2Bk4/1p2r2p/3p2p1/8/3n3Q/6P1/P3PP2/6K1 b - - 0 34,1.54,5.9,9.221,0.0,target,endgame,val
1k5r/p2q1pp1/P7/4pP2/4P1Pp/b2rB2P/1p2Q3/1R4K1 b - - 2 40,1.14,-7.09,-8.029,0.0,target,midgame,train
5rk1/pp3ppp/5r2/2p1b3/2P1B3/2qP1QP1/4R3/5N1K w - - 4 34,-2.77,-5.26,-5.727,0.0,target,midgame,val
8/8/8/p4pp1/1p6/1Pk2P2/P7/3K4 b - - 5 76,0.0,-2.91,-2.363,0.0,calm,adveg,train
3r2k1/pp3p1p/2b1p3/8/2P5/P2q1PP1/3P2BP/2R3KR b - - 5 26,-1.69,-8.65,-6.513,0.0,target,endgame,train
rn3rk1/1pq1ppBp/4b1p1/3n4/2B5/PN2PN2/2Q2PPP/R3K2R b KQ - 0 14,1.0,-0.21,3.581,0.0,target,opening,train
8/2k1P3/5P2/2b4p/1p1pK2P/r7/8/1R1B4 b - - 0 47,-3.04,2.83,2.093,0.0,target,endgame,train
6nR/1k4r1/4p3/1P3pB1/2PPpP1P/1Pb1K3/8/8 b - - 0 38,0.0,0.0,-0.044,0.0,crowded_safe,endgame,train
b3kr2/2R4p/1pn3p1/1B2p1N1/p3p3/6PP/PPP2P2/3R2K1 b - - 3 24,0.0,7.76,9.35,0.0,calm,endgame,val
2k5/r3r2p/2N3p1/5p2/2P5/3P1B2/P4PPP/R5K1 w - - 1 33,1.77,6.61,9.495,0.0,target,endgame,train
8/8/7q/8/4p1p1/3kN1N1/5P2/5K2 w - - 18 82,-1.05,-2.8,-9.589,0.0,target,endgame,train
3rr2k/ppp2pp1/4n3/3q4/P7/4P1B1/1PBb1PPP/1Q3K1R b - - 5 21,-1.62,-6.22,-5.879,0.0,target,midgame,train
r1bk2r1/2p2p2/1p1p1n1p/p2P1N2/P1PP2p1/3B2P1/5PKP/R3R3 b - - 3 26,0.87,0.67,1.212,0.87,working,endgame,train
N3kbr1/1p1b1p1p/n1qp1Bp1/1p2p3/PP2P3/7P/2P1BPP1/R2Q1RK1 b - - 0 16,1.45,6.65,5.993,0.0,target,opening,train
2k5/p6p/2pn4/B3rPP1/8/1P1K4/P1P5/6R1 w - - 2 32,-2.36,3.94,5.658,0.0,target,endgame,val
6k1/5pp1/7p/p2b1P2/1p4r1/2n5/2N5/R3NK2 w - - 0 47,-7.11,-6.25,-11.353,0.0,target,endgame,train
8/2p1r2k/1p2q1pp/2p3p1/4P3/2P3QP/8/4R1K1 b - - 1 37,-1.02,-4.06,-4.615,-1.02,ks_real,endgame,val
6k1/1p1b1pp1/p4n1p/2r4P/5P2/2N1N1P1/5K2/1R6 w - - 4 34,-1.23,-3.48,-4.932,0.0,target,endgame,train
2r4r/6Rp/p7/2n5/2N1k1p1/5nB1/P5KP/8 b - - 0 31,3.79,-4.65,-8.348,0.0,target,endgame,train
2b3k1/7r/1p3q2/2ppNP1p/r2P1R2/PN6/6PP/2RQ2K1 w - - 0 29,1.26,5.51,6.347,1.26,working,midgame,train
r2k1b1r/1p4p1/p1qpbpQ1/7B/2p1P3/P1N5/1PP2PPP/1RBR2K1 b - - 2 21,1.75,5.66,6.135,0.0,target,opening,val
1r1q1rk1/5pbp/Q5p1/2ppp3/P3n1b1/2P1nNP1/P3PP1P/RNR2BK1 w - - 0 19,-1.69,-5.42,-2.546,0.0,target,opening,train
8/2pr2k1/4q1pp/1p2P1p1/2p1R3/2P2Q1P/8/6K1 b - - 3 41,-1.38,-4.4,-3.251,-1.38,working,endgame,train
6k1/5pp1/7p/p2brP2/1p1N2P1/2n5/2N5/R4K2 w - - 6 45,-2.15,-5.17,-8.556,0.0,target,endgame,train
r5k1/ppq3p1/2b1p2p/2B4R/2Pp4/1P1PP3/P4bB1/R2Q3K b - - 0 23,-2.88,1.95,0.932,-2.88,working,midgame,train
6r1/8/8/5k1P/p2P4/8/2p4K/2B5 w - - 1 49,0.0,-5.08,-5.007,0.0,calm,adveg,train
8/1ppk3p/p2p2p1/8/6q1/2BP4/PP4P1/4Q2K b - - 2 29,-1.35,2.08,1.716,0.0,target,endgame,val
8/2p5/2P5/6Rp/1n1k1p2/4p2P/3r2P1/2R3K1 b - - 0 43,1.0,-1.36,-1.321,0.0,target,endgame,train
4r1k1/5p1p/2pP2p1/4P3/2Bn1P2/p5PP/1r1N1R2/3K4 b - - 1 29,-1.04,-2.09,-1.973,0.0,target,endgame,train
4N3/4k3/p2p1b1Q/q1pPp3/2P2r1P/1P3P2/PK6/6RR b - - 8 39,0.54,0.0,6.899,0.54,crowded_safe,midgame,train
rnb4r/ppk3bp/5pp1/P1Pnp3/2N3P1/2P1B2P/2P1PP2/R3KB1R b KQ - 4 15,1.26,-3.73,-0.02,1.26,working,midgame,train
8/8/4K1pp/8/6k1/6P1/7P/8 b - - 5 44,0.0,-0.98,0.2,0.0,calm,adveg,val
1k1r4/6pp/2Q2p2/2p5/3Pn3/4P3/P4PPP/6K1 w - - 3 32,7.25,6.19,10.999,0.0,target,endgame,train
8/2p5/2P5/6Rp/1n1k1p2/7P/4pKP1/3rR3 b - - 3 45,0.0,-9.96,-0.119,0.0,calm,endgame,train
b6k/6pp/8/4p3/q1Pp1nPP/PN3P2/1P1Q4/4K3 b - - 0 47,-2.82,-4.6,-7.448,0.0,target,endgame,train
2r3k1/pp2ppbp/q5p1/P1PrPb2/1P4P1/R1Q1PN1P/8/2K3R1 b - - 0 25,-2.7,-5.77,-7.48,-2.7,ks_phantom,midgame,val
r1b1r1k1/pppq1pp1/nn3b1p/8/5P2/P1NP1N2/1PQBP1BP/1R1K3R w - - 7 15,-1.07,0.62,-0.058,0.0,target,opening,train
8/8/3k4/p2p1p1p/P2BpK2/7P/5P2/8 w - - 2 45,0.0,3.54,2.501,0.0,calm,adveg,train
6k1/p2p1pp1/P3b3/6p1/6rP/1p6/5K2/3R2N1 w - - 0 41,-1.92,-5.62,-8.462,0.0,target,endgame,val
5rk1/p4pp1/3p3p/qppPb3/4P1r1/PP1R2P1/4P1B1/2QK1N2 b - - 1 29,-1.62,-4.99,-5.708,-1.62,ks_real,midgame,train
r2k1b2/4p3/np2qn2/pNpp1N1p/3P1B2/2P5/PP4PP/R2Q1RK1 w - - 5 21,1.53,6.52,7.68,0.0,target,opening,train
r4rk1/pQ2bpp1/2np3p/q2np2P/2P1P1b1/p2PB3/3N1PP1/R3KB1R w KQ - 0 17,-1.26,-4.79,-4.381,-1.26,ks_real,opening,train
2r5/N1P2pkp/6p1/3B4/P1R4P/3KP1P1/1r6/8 b - - 6 37,-1.69,6.57,8.922,0.0,target,endgame,train
1k1r2n1/1pp3Qp/1b2p1p1/8/2P5/3r1B1P/R4PP1/1R4K1 w - - 0 34,3.24,8.03,11.889,3.24,ks_phantom,midgame,train
8/5p2/pp2nP2/4k3/2P1B3/P3KP2/8/8 w - - 7 39,0.0,0.0,2.255,0.0,crowded_safe,adveg,train
8/3PK1R1/1pk1p3/8/3rN3/8/P7/8 w - - 5 54,-1.27,5.07,8.572,0.0,target,endgame,train
r1b2rk1/ppp1qppp/2n5/3p4/3P4/2PBPN2/P1PQ2PP/2KR3R w - - 0 12,-1.17,-0.45,0.35,0.0,target,opening,train
r2q1rk1/1Bp1bppp/pp2p3/4P3/1n6/1QN1P3/PP3PPP/R1B1K2R b KQ - 0 13,-1.44,0.18,3.664,-1.44,ks_phantom,opening,train
r2qkb1r/1p1n1p2/2p1pnpp/p4b2/2NP1B2/3B1N1P/PPP2PP1/R2QR1K1 b kq - 2 12,1.2,1.41,1.287,0.0,target,opening,val
8/8/p1k5/P2pK3/1P6/2P5/8/8 b - - 4 65,0.0,2.31,2.564,0.0,calm,adveg,train
